label	column_type	phase	case	iteration	wall_ms	server_ms	rows	bytes	result	result_sha256
v2_release	variant	query	root	1	4035.942	-	10000000	4807782770	4797090110	83d8bd6127eb9defc1da4a9518e96b1a0870d6d6ae3f4ef83fe73f80c4b14a9e
v2_release	variant	query	root	2	4146.675	-	10000000	4807782770	4797090110	83d8bd6127eb9defc1da4a9518e96b1a0870d6d6ae3f4ef83fe73f80c4b14a9e
v2_release	variant	query	root	3	4222.335	-	10000000	4807782770	4797090110	83d8bd6127eb9defc1da4a9518e96b1a0870d6d6ae3f4ef83fe73f80c4b14a9e
v2_release	variant	query	root	4	4158.279	-	10000000	4807782770	4797090110	83d8bd6127eb9defc1da4a9518e96b1a0870d6d6ae3f4ef83fe73f80c4b14a9e
v2_release	variant	query	root	5	4158.690	-	10000000	4807782770	4797090110	83d8bd6127eb9defc1da4a9518e96b1a0870d6d6ae3f4ef83fe73f80c4b14a9e
v2_release	variant	query	shallow_path	1	200.061	-	10000000	4807782770	9946720	0ccf6a23e665bc15f1ca416fb68b33e84c8f787ca7ba2978e74420aa2d043ef1
v2_release	variant	query	shallow_path	2	212.648	-	10000000	4807782770	9946720	0ccf6a23e665bc15f1ca416fb68b33e84c8f787ca7ba2978e74420aa2d043ef1
v2_release	variant	query	shallow_path	3	192.888	-	10000000	4807782770	9946720	0ccf6a23e665bc15f1ca416fb68b33e84c8f787ca7ba2978e74420aa2d043ef1
v2_release	variant	query	shallow_path	4	207.766	-	10000000	4807782770	9946720	0ccf6a23e665bc15f1ca416fb68b33e84c8f787ca7ba2978e74420aa2d043ef1
v2_release	variant	query	shallow_path	5	194.369	-	10000000	4807782770	9946720	0ccf6a23e665bc15f1ca416fb68b33e84c8f787ca7ba2978e74420aa2d043ef1
v2_release	variant	query	deep_path	1	195.140	-	10000000	4807782770	9546110	2c8490f7c140b583c04d8fe2c18914af7a048ee3e3310ed880137cf7c0cfb35f
v2_release	variant	query	deep_path	2	203.356	-	10000000	4807782770	9546110	2c8490f7c140b583c04d8fe2c18914af7a048ee3e3310ed880137cf7c0cfb35f
v2_release	variant	query	deep_path	3	194.755	-	10000000	4807782770	9546110	2c8490f7c140b583c04d8fe2c18914af7a048ee3e3310ed880137cf7c0cfb35f
v2_release	variant	query	deep_path	4	193.616	-	10000000	4807782770	9546110	2c8490f7c140b583c04d8fe2c18914af7a048ee3e3310ed880137cf7c0cfb35f
v2_release	variant	query	deep_path	5	197.275	-	10000000	4807782770	9546110	2c8490f7c140b583c04d8fe2c18914af7a048ee3e3310ed880137cf7c0cfb35f
v2_release	variant	query	path_group	1	221.867	-	10000000	4807782770	15	e629fa6598d732768f7c726b4b621285f9c3b85303900aa912017db7617d8bdb
v2_release	variant	query	path_group	2	236.233	-	10000000	4807782770	15	e629fa6598d732768f7c726b4b621285f9c3b85303900aa912017db7617d8bdb
v2_release	variant	query	path_group	3	218.802	-	10000000	4807782770	15	e629fa6598d732768f7c726b4b621285f9c3b85303900aa912017db7617d8bdb
v2_release	variant	query	path_group	4	243.117	-	10000000	4807782770	15	e629fa6598d732768f7c726b4b621285f9c3b85303900aa912017db7617d8bdb
v2_release	variant	query	path_group	5	224.332	-	10000000	4807782770	15	e629fa6598d732768f7c726b4b621285f9c3b85303900aa912017db7617d8bdb
